,Event.Id,Investigation.Type,Accident.Number,Event.Date,Location,Country,Injury.Severity,Aircraft.damage,Aircraft.Category,Registration.Number,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,FAR.Description,Schedule,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Report.Status,Publication.Date,Date,Accident.Category,injury.rating,damage.rating,State
65849,20090109X13226,Accident,ERA09LA132,2009-01-09,HARDIN KY,UNITED STATES,Fatal,Substantial,Airplane,N28RP,CESSNA,172,No,1.0,Reciprocating,091,,Personal,1.0,0.0,0.0,0.0,VMC,,The pilot's failure to maintain aircraft control and his impairment from illegal drug use.,25-09-2020,2009-01-09,Fatal,3,2,KY
65852,20090110X53455,Accident,WPR09LA077,2009-01-10,FREMONT CA,UNITED STATES,Non-Fatal,Substantial,Airplane,N758FN,CESSNA,R172K,No,1.0,Reciprocating,091,,Personal,0.0,0.0,0.0,1.0,VMC,,The partial loss of engine power during takeoff due to an oil pump/tachometer drive gear failure for undetermined reasons.,25-09-2020,2009-01-10,Minor,1,2,CA
65853,20090111X44322,Accident,CEN09CA125,2009-01-10,ALBUQUERQUE NM,UNITED STATES,Non-Fatal,Substantial,Airplane,N211LC,CESSNA,T210L,No,1.0,Reciprocating,091,,Personal,0.0,0.0,0.0,1.0,VMC,,The pilot's failure to remove the airplane's tow bar before takeoff.,25-09-2020,2009-01-10,Minor,1,2,NM
65854,20090113X70250,Accident,CEN09CA130,2009-01-10,ELROSA MN,UNITED STATES,Non-Fatal,Substantial,Airplane,N2553S,PIPER,PA-18-150,No,1.0,Reciprocating,091,,Personal,0.0,0.0,0.0,2.0,VMC,,The pilot's inability to maintain control after touchdown on a snow-covered runway.,25-09-2020,2009-01-10,Minor,1,2,MN
65855,20090115X05748,Accident,WPR09LA083,2009-01-10,CARSON CITY NV,UNITED STATES,Non-Fatal,Substantial,Airplane,N6272R,CESSNA,172RG,No,1.0,Reciprocating,091,,Personal,0.0,0.0,0.0,2.0,VMC,,The overload failure of the landing gear actuator at an undetermined time.,25-09-2020,2009-01-10,Minor,1,2,NV
65857,20090111X14619,Accident,WPR09CA078,2009-01-11,PESCADERO CA,UNITED STATES,Non-Fatal,Substantial,Airplane,N21999,CESSNA,150L,No,1.0,Reciprocating,091,,Personal,0.0,1.0,0.0,1.0,VMC,,The pilot's inadequate preflight fuel planning and preparation. Contributing to the accident was the lack of a suitable area for a forced landing.,25-09-2020,2009-01-11,Serious,2,2,CA
65859,20090113X83112,Accident,CEN09CA131,2009-01-11,SELLERSBURG IN,UNITED STATES,Non-Fatal,Substantial,Airplane,N778ME,CESSNA,150M,No,1.0,Reciprocating,091,,Instructional,0.0,0.0,0.0,2.0,VMC,,"The student pilot's failure to maintain adequate airspeed during takeoff, which resulted in an aerodynamic stall at a low altitude.  An additional cause was the flight instructor's delayed remedial action.",25-09-2020,2009-01-11,Minor,1,2,IN
65860,20090112X04701,Accident,ERA09FA133,2009-01-12,MILTON FL,UNITED STATES,Non-Fatal,Substantial,Airplane,N428DC,PIPER,PA-46-500TP,No,1.0,Turbo Prop,091,,Personal,0.0,0.0,0.0,1.0,VMC,,The pilot's intentional inflight abandonment of the airplane.,25-09-2020,2009-01-12,Minor,1,2,FL
65862,20090112X80909,Accident,WPR09LA079,2009-01-12,CORONA CA,UNITED STATES,Non-Fatal,Substantial,Airplane,N9694Y,BEECH,95-A55,No,2.0,Reciprocating,091,,Personal,0.0,0.0,0.0,1.0,VMC,,The pilot's inadequate compensation for the gusting wind conditions and failure to maintain directional control during the takeoff-initial climb.,25-09-2020,2009-01-12,Minor,1,2,CA
65865,20090224X12910,Accident,ERA09CA171,2009-01-12,WOODSTOCK GA,UNITED STATES,Non-Fatal,Substantial,Airplane,N57N,CESSNA,120,No,1.0,Reciprocating,091,,Personal,0.0,0.0,0.0,1.0,VMC,,"A loss of engine power, as reported by the pilot, for undetermined reasons.",25-09-2020,2009-01-12,Minor,1,2,GA
65866,20090114X90006,Accident,ERA09CA134,2009-01-13,MANTEO NC,UNITED STATES,Non-Fatal,Substantial,Airplane,N7918C,PIPER,PA-32R-300,No,1.0,Reciprocating,091,,Personal,0.0,1.0,1.0,0.0,IMC,,The pilot's failure to follow the missed approach procedure while landing with a low ceiling.,25-09-2020,2009-01-13,Serious,2,2,NC
65867,20090115X12631,Accident,WPR09CA084,2009-01-14,CRANE ISLAND SAN JUAN IS. WA,UNITED STATES,Non-Fatal,Substantial,Airplane,N9428G,CESSNA,U206E,No,1.0,Reciprocating,091,,Positioning,0.0,0.0,0.0,1.0,VMC,,The pilot's failure to maintain directional control during landing. Contributing to the accident was the pilot's improper application of brakes.,25-09-2020,2009-01-14,Minor,1,2,WA
65877,20090121X93822,Accident,ERA09LA137,2009-01-17,JASPER GA,UNITED STATES,Non-Fatal,Substantial,Airplane,N9459J,PIPER,PA-28-180,No,1.0,Reciprocating,091,,Instructional,0.0,0.0,0.0,2.0,VMC,,A total loss of engine power for an undetermined reason.,25-09-2020,2009-01-17,Minor,1,2,GA
65881,20090120X13218,Accident,CEN09CA136,2009-01-18,LAFAYETTE IN,UNITED STATES,Non-Fatal,Substantial,Airplane,N6509T,BEECH,19,No,1.0,Reciprocating,091,,Personal,0.0,0.0,0.0,2.0,IMC,,"The pilot's inadvertent encounter with icing conditions during initial climb.  Contributing to the accident were the lack of visibility during the landing due to an ice covered windscreen, and the structural ice that adversely affected the flight characteristics of the airplane.",25-09-2020,2009-01-18,Minor,1,2,IN
65882,20090121X40716,Accident,CEN09LA137,2009-01-18,FARMINGTON NM,UNITED STATES,Non-Fatal,Substantial,Airplane,N8074P,BEECH,A36,No,1.0,Reciprocating,091,,Personal,0.0,0.0,0.0,1.0,VMC,,Collapse of the landing gear during landing due to the incorrect installation of the landing gear actuator.  Contributing to the accident was the pilot's failure to initiate the abnormal procedures checklist prior to landing.,25-09-2020,2009-01-18,Minor,1,2,NM
65883,20090126X21431,Accident,CEN09CA141,2009-01-18,EMPORIA KS,UNITED STATES,Non-Fatal,Substantial,Airplane,N2465H,CESSNA,172S,No,1.0,Reciprocating,091,,Personal,0.0,0.0,0.0,1.0,VMC,,The pilot's inadequate compensation for the wind conditions during the touch-and-go. Contributing to the accident were the gusty crosswinds.,25-09-2020,2009-01-18,Minor,1,2,KS
65884,20090131X30350,Accident,ERA09LA146,2009-01-18,WAUCHULA FL,UNITED STATES,Non-Fatal,Substantial,Airplane,N6566P,CESSNA,152,No,1.0,Reciprocating,091,,Personal,0.0,0.0,0.0,2.0,VMC,,A loss of engine power due to failure of the Number 3 connecting rod due to oil contamination. Contributing to the accident was the insufficient oil change time intervals performed by company personnel.,25-09-2020,2009-01-18,Minor,1,2,FL
65887,20090122X01552,Accident,CEN09CA139,2009-01-19,ROCKFORD IL,UNITED STATES,Non-Fatal,Substantial,Airplane,N35571,CESSNA,172I,No,1.0,Reciprocating,091,,Personal,0.0,0.0,0.0,2.0,VMC,,The pilot's inability to maintain directional control during the landing roll after contacting a low-lying snow bank that was obscured by drifting snow.,25-09-2020,2009-01-19,Minor,1,2,IL
65890,20090123X91533,Accident,WPR09LA097,2009-01-21,HONOLULU HI,UNITED STATES,Non-Fatal,Substantial,Airplane,N30740,CESSNA,177B,No,1.0,Reciprocating,091,,Personal,0.0,1.0,0.0,1.0,VMC,,"An oil starvation induced catastrophic engine failure due to the fracture and separation of the propeller governor oil line, which was a result of inadequate inspection by maintenance personnel.",25-09-2020,2009-01-21,Serious,2,2,HI
65893,20090123X34158,Accident,CEN09CA140,2009-01-22,LITTLE ROCK AR,UNITED STATES,Non-Fatal,Substantial,Airplane,N20275,CESSNA,172M,No,1.0,Reciprocating,091,,Personal,0.0,0.0,0.0,2.0,VMC,,The loss of engine power due to the missing nut on the bolt connecting the throttle cable and carburetor's lever arm.,25-09-2020,2009-01-22,Minor,1,2,AR
65895,20090123X63004,Accident,WPR09FA096,2009-01-23,FLAGSTAFF AZ,UNITED STATES,Fatal,Substantial,Airplane,N8298Z,CESSNA,205,No,1.0,Reciprocating,091,,Business,2.0,0.0,0.0,0.0,IMC,,The pilot's loss of situational awareness and failure to maintain clearance from hilly terrain while flying in an area of a low cloud ceiling. Contributing to the accident was the pilot's decision to continue flight due to a self-induced pressure.,25-09-2020,2009-01-23,Fatal,3,2,AZ
65896,20090128X11134,Accident,CEN09LA143,2009-01-23,PLANO TX,UNITED STATES,Non-Fatal,Substantial,Airplane,N5420T,CESSNA,172E,No,1.0,Reciprocating,091,,Personal,0.0,0.0,0.0,2.0,VMC,,A loss of engine power in flight due to fuel exhaustion as a result of the pilot's inadequate fuel planning.,25-09-2020,2009-01-23,Minor,1,2,TX
65897,20090124X94322,Accident,WPR09LA098,2009-01-24,OCEANSIDE CA,UNITED STATES,Non-Fatal,Substantial,Airplane,N562AD,CESSNA,172S,No,1.0,Reciprocating,091,,Personal,0.0,0.0,2.0,0.0,VMC,,"A defective alternator wire splice that resulted in an intermittent electrical system malfunction and erroneous fuel gauge readings, and, a loss of engine power for an undetermined reason.",25-09-2020,2009-01-24,Minor,1,2,CA
65898,20090125X55400,Accident,WPR09CA099,2009-01-24,BISBEE AZ,UNITED STATES,Non-Fatal,Substantial,Airplane,N5117L,PIPER,PA-28-180,No,1.0,Reciprocating,091,,Instructional,0.0,0.0,0.0,3.0,VMC,,The student pilot's failure to maintain directional control during takeoff and the flight instructor's inadequate supervision of the flight and delay in remedial action.,25-09-2020,2009-01-24,Minor,1,2,AZ
65900,20090126X04101,Accident,ERA09CA142,2009-01-25,TITUSVILLE FL,UNITED STATES,Non-Fatal,Substantial,Airplane,N48570,CESSNA,152,No,1.0,Reciprocating,091,,Personal,0.0,0.0,0.0,1.0,VMC,,A loss of engine power during approach due to fuel exhaustion as a result of the pilot's inadequate fuel planning.,25-09-2020,2009-01-25,Minor,1,2,FL
65902,20090306X10259,Accident,CEN09CA191,2009-01-25,CLINTON AR,UNITED STATES,Non-Fatal,Substantial,Airplane,N759YH,CESSNA,182Q,No,1.0,Reciprocating,091,,Personal,0.0,0.0,0.0,1.0,VMC,,"The pilot's improper flare, resulting in a hard landing.  Contributing to the accident was the gust of wind as reported by the pilot.",25-09-2020,2009-01-25,Minor,1,2,AR
65903,20090127X82623,Accident,WPR09LA100,2009-01-27,HENDERSON NV,UNITED STATES,Non-Fatal,Substantial,Airplane,N210TF,CESSNA,210A,No,1.0,Reciprocating,091,,Flight Test,0.0,0.0,0.0,1.0,VMC,,An undetermined failure of the hydraulic power pack to fully extend the main landing gear through both the normal and emergency systems.,25-09-2020,2009-01-27,Minor,1,2,NV
65909,20090130X64046,Accident,CEN09LA145,2009-01-30,WICHITA KS,UNITED STATES,Non-Fatal,Substantial,Airplane,N345JB,CESSNA,421C,No,2.0,Reciprocating,091,,Personal,0.0,3.0,0.0,0.0,VMC,,"The failure of line personnel to ensure that the airplane was serviced with the proper fuel.  Contributing to the accident was the Federal Aviation Administration's approval of a Supplemental Type Certificate (STC) which allowed an improper fuel filler opening, and the complacency in non-standard fueling practices by fixed base operator (FBO) line personnel.",25-09-2020,2009-01-30,Serious,2,2,KS
65910,20090131X25145,Accident,ERA09FA145,2009-01-30,HUNTINGTON WV,UNITED STATES,Fatal,Destroyed,Airplane,N8047C,PIPER,PA-34-200T,No,2.0,Reciprocating,091,,Personal,6.0,0.0,0.0,0.0,IMC,,"(1) The pilots failure to perform adequate preflight planning and to use available in flight resources in a timely manner and (2) his decision to continue visual-flight-rules flight in instrument meteorological conditions despite his lack of an instrument rating and proficiency in instrument flying, which resulted in spatial disorientation and impact with terrain.",25-09-2020,2009-01-30,Fatal,3,3,WV
65922,20090202X02717,Accident,CEN09CA148,2009-02-01,UNION MILLS IN,UNITED STATES,Non-Fatal,Substantial,Airplane,N53576,CESSNA,172,No,1.0,Reciprocating,091,NSCH,Instructional,0.0,0.0,0.0,2.0,VMC,,The certificated flight instructor's failure to follow correct engine clearing procedures. A factor was the unsuitable landing area.,25-09-2020,2009-02-01,Minor,1,2,IN
65924,20090202X13220,Accident,ERA09LA152,2009-02-01,TALLAHASSEE FL,UNITED STATES,Fatal,Substantial,Airplane,N2424A,PIPER,PA-18 -150,No,1.0,Reciprocating,091,,Personal,0.0,0.0,0.0,2.0,VMC,,The pilot's decision to initiate takeoff in close proximity to other vehicles which were operating on the runway resulting in collision with a vehicle during takeoff.,25-09-2020,2009-02-01,Minor,1,2,FL
65929,20090203X42525,Accident,WPR09CA107,2009-02-02,ELLENSBURG WA,UNITED STATES,Non-Fatal,Substantial,Airplane,N95606,CESSNA,152,No,1.0,Reciprocating,091,,Instructional,0.0,0.0,0.0,1.0,VMC,,The student pilot's failure to maintain directional control during the takeoff roll.Contributing to the accident was the student pilot's decision to initiate the takeoff with the airplane positioned near the left edge of the runway.,25-09-2020,2009-02-02,Minor,1,2,WA
65932,20090218X50531,Accident,CEN09CA169,2009-02-03,MINERAL WELLS TX,UNITED STATES,Non-Fatal,Substantial,Airplane,N5451P,PIPER,PA-24-250,No,1.0,Reciprocating,091,,Personal,0.0,0.0,0.0,1.0,VMC,,The failure of the airframe and power plant mechanic to ensure proper lubrication of wire cables in the landing gear system during the annual inspection which precluded safe operation of the landing gear system.,25-09-2020,2009-02-03,Minor,1,2,TX
65934,20090205X02110,Incident,CEN09IA153,2009-02-04,ASPEN CO,UNITED STATES,Non-Fatal,Minor,Airplane,N535JR,PIPER,PA-46-500T,No,1.0,Turbo Prop,091,,Personal,0.0,0.0,0.0,2.0,VMC,,The pilot's inability to maintain directional control of the airplane during landing for undetermined reasons.,25-09-2020,2009-02-04,Minor,1,1,CO
65938,20090206X45502,Accident,WPR09FA112,2009-02-06,AVALON CA,UNITED STATES,Fatal,Substantial,Airplane,N66819,BEECH,A36,No,1.0,Reciprocating,091,,Personal,3.0,0.0,0.0,0.0,IMC,,"The pilots failure to follow the published instrument departure procedures during the climb to cruise, and loss of control in instrument meteorological conditions. Contributing to the accident was the pilots lack of total experience in instrument meteorological conditions.",25-09-2020,2009-02-06,Fatal,3,2,CA
65941,20090209X50720,Accident,CEN09CA158,2009-02-07,COTTONWOOD FALLS KS,UNITED STATES,Non-Fatal,Substantial,Airplane,N2333D,CESSNA,170,No,1.0,Reciprocating,091,,Personal,0.0,1.0,0.0,1.0,VMC,,The decision of the pilot to attempt operations outside the forward center of gravity limit.  Contributing to the accident was the pilot's selection of an inadequate runway for the conditions.,25-09-2020,2009-02-07,Serious,2,2,KS
65942,20090210X51828,Incident,CEN09IA161,2009-02-07,FAIRMONT NE,UNITED STATES,Non-Fatal,Minor,Airplane,N55502,PIPER,PA28,No,1.0,Reciprocating,091,,Personal,0.0,0.0,0.0,2.0,VMC,,Both pilots' failure to see and avoid the other aircraft.,25-09-2020,2009-02-07,Minor,1,1,NE
65943,20090210X85716,Accident,ERA09CA159,2009-02-07,LAKE PLACID FL,UNITED STATES,Non-Fatal,Substantial,Airplane,N1825C,CESSNA,170B,No,1.0,Reciprocating,091,,Instructional,0.0,0.0,0.0,3.0,VMC,,The pilot's failure to maintain directional control during the landing. Contributing was the flight instructor's delayed remedial action.,25-09-2020,2009-02-07,Minor,1,2,FL
65944,20090210X90526,Accident,ERA09CA160,2009-02-07,LE ROY NY,UNITED STATES,Non-Fatal,Substantial,Airplane,N3554Q,CESSNA,172M,No,1.0,Reciprocating,091,,Personal,0.0,0.0,0.0,1.0,VMC,,The pilot's inadequate compensation for a crosswind during an aborted landing. Contributing to the accident was the pilot's decision to land in gusting crosswinds in excess of the manufacturer's recommended crosswind limit.,25-09-2020,2009-02-07,Minor,1,2,NY
65946,20090211X65410,Accident,ANC09LA018,2009-02-07,ATMAUTLUAK AK,UNITED STATES,Non-Fatal,Substantial,Airplane,N5246D,CESSNA,172N,No,1.0,Reciprocating,135,NSCH,,0.0,4.0,0.0,0.0,VMC,,"The pilot's failure to maintain adequate airspeed while landing in gusty winds, which resulted in an aerodynamic stall; his improper aircraft weight calculations; and his operation of the airplane over the allowable gross weight limit.",25-09-2020,2009-02-07,Serious,2,2,AK
65947,20090217X35840,Accident,CEN09CA166,2009-02-07,TERRELL TX,UNITED STATES,Non-Fatal,Substantial,Airplane,N5303W,PIPER,PA-28,No,1.0,Reciprocating,091,,Personal,0.0,0.0,0.0,2.0,VMC,,The commercial pilot's failure to maintain adequate airspeed during the approach which resulted in an aerodynamic stall.  Contributing to the accident was the pilot's lack of recent flight experience.,25-09-2020,2009-02-07,Minor,1,2,TX
65950,20090210X85122,Accident,ERA09LA158,2009-02-08,LAKEVILLE NY,UNITED STATES,Non-Fatal,Substantial,Airplane,N10JR,PIPER,PA-30,No,2.0,Reciprocating,091,,Personal,0.0,0.0,0.0,1.0,VMC,,The pilot's failure to maintain aircraft control following a loss of engine power on the left engine for undetermined reasons.,25-09-2020,2009-02-08,Minor,1,2,NY
65952,20090209X44822,Accident,WPR09CA113,2009-02-09,BOW WA,UNITED STATES,Non-Fatal,Substantial,Airplane,N2404Y,CESSNA,172D,No,1.0,Reciprocating,091,,Personal,0.0,1.0,0.0,0.0,VMC,,A total loss of engine power due to fuel exhaustion as a result of the pilot's inadequate preflight inspection and failure to verify the fuel quantity on board.,25-09-2020,2009-02-09,Serious,2,2,WA
65955,20090211X91318,Accident,ERA09LA163,2009-02-11,PITTSTOWN NJ,UNITED STATES,Non-Fatal,Substantial,Airplane,N55854,PIPER,PA28,No,1.0,Reciprocating,091,,Personal,0.0,1.0,1.0,0.0,VMC,,A loss of engine power due to the improper tightening of a fuel hose B-nut by maintenance personnel during engine installation.,25-09-2020,2009-02-11,Serious,2,2,NJ
65956,20090212X15018,Accident,CEN09FA164,2009-02-12,PORTER TX,UNITED STATES,Fatal,Substantial,Airplane,N9648Y,BEECH,95-A55,No,2.0,Reciprocating,091,,Personal,2.0,0.0,0.0,0.0,VMC,,The pilots failure to maintain control of the airplane during an aborted landing for undetermined reasons.,25-09-2020,2009-02-12,Fatal,3,2,TX
65962,20090215X40921,Accident,WPR09LA115,2009-02-14,RIALTO CA,UNITED STATES,Non-Fatal,Substantial,Airplane,N86242,CESSNA,T337,No,2.0,Reciprocating,091,,Personal,0.0,1.0,0.0,0.0,VMC,,A partial loss of engine power to one engine during initial climb for undetermined reasons.,25-09-2020,2009-02-14,Serious,2,2,CA
65964,20090217X73505,Accident,CEN09LA168,2009-02-14,TULSA OK,UNITED STATES,Non-Fatal,Substantial,Airplane,N6300Q,CESSNA,152,No,1.0,Reciprocating,091,,Instructional,0.0,0.0,0.0,1.0,VMC,,The pilot's improper flare and recovery from a bounced landing.,25-09-2020,2009-02-14,Minor,1,2,OK
65967,20090216X03720,Accident,ANC09CA020,2009-02-16,SOLDOTNA AK,UNITED STATES,Non-Fatal,Substantial,Airplane,N418SP,BEECH,65-A90-1,No,2.0,Turbo Prop,091,,Personal,0.0,0.0,0.0,2.0,VMC,,"The pilot's misidentification of the runway surface during landing. Contributing to the accident were the snow-covered terrain, and low-light conditions.",25-09-2020,2009-02-16,Minor,1,2,AK
65968,20090217X51045,Accident,WPR09FA116,2009-02-16,HAGERMAN ID,UNITED STATES,Fatal,Destroyed,Airplane,N8810P,PIPER,PA-24-260,No,1.0,Reciprocating,091,,Personal,1.0,0.0,0.0,0.0,VMC,,"The student pilot's spatial disorientation, which resulted in a loss of aircraft control and subsequent in-flight breakup. Contributing to the accident was the pilot's mental condition which could have contributed to the inappropriate decision to fly the night time cross-country flight.",25-09-2020,2009-02-16,Fatal,3,3,ID
